,tweet_id,rating_numerator,rating_denominator,name,time,dates,Stages,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
16,886983233522544640,13,10,Maya,2017-07-17 16:17:36,2017-07-17,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,Toy Terrier,0.143528,True,Can Opener,0.0322529,False,35056,7805
17,886680336477933568,13,10,Derek,2017-07-16 20:14:00,2017-07-16,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,Sports Car,0.139952,False,Car Wheel,0.0441727,False,22343,4480
18,886736880519319552,13,10,Mingus,2017-07-16 23:58:41,2017-07-16,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.08634630000000001,True,12028,3306
19,886366144734445568,12,10,Roscoe,2017-07-15 23:25:31,2017-07-15,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston Bull,7.55616e-05,True,21132,3207
20,885984800019947520,12,10,Jimbo,2017-07-14 22:10:11,2017-07-14,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese Mountain Dog,0.00623915,True,32591,6838
21,885528943205470208,13,10,Maisey,2017-07-13 15:58:47,2017-07-13,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador Retriever,0.265835,True,Kuvasz,0.134697,True,35886,6454
22,885167619883638784,13,10,None,2017-07-12 16:03:00,2017-07-12,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian Husky,0.0717125,True,Eskimo Dog,0.0557697,True,21885,4397
23,884562892145688576,13,10,Kevin,2017-07-11 00:00:02,2017-07-11,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True,24231,4884
24,884441805382717440,14,10,None,2017-07-10 15:58:53,2017-07-10,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,26904,5668
25,883482846933004288,5,10,Bella,2017-07-08 00:28:19,2017-07-08,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden Retriever,0.943082,True,Labrador Retriever,0.032409,True,Kuvasz,0.00550072,True,45822,10005
26,883117836046086144,13,10,None,2017-07-07 00:17:54,2017-07-07,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden Retriever,0.949562,True,Labrador Retriever,0.045947900000000014,True,Kuvasz,0.00247094,True,37110,6697
27,882992080364220416,13,10,Rusty,2017-07-06 15:58:11,2017-07-06,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo Dog,0.466778,True,Siberian Husky,0.406044,True,Dingo,0.07341439999999999,False,23890,3936
28,882762694511734784,12,10,Gus,2017-07-06 00:46:41,2017-07-06,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador Retriever,0.85005,True,Chesapeake Bay Retriever,0.074257,True,Flat-Coated Retriever,0.015579399999999997,True,28237,4943
29,882627270321602560,13,10,Stanley,2017-07-05 15:48:34,2017-07-05,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,27819,6116
30,882268110199369728,13,10,Alfy,2017-07-04 16:01:23,2017-07-04,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden Retriever,0.762211,True,Labrador Retriever,0.0989849,True,Cocker Spaniel,0.0171995,True,44854,11650
31,881666595344535552,13,10,Gary,2017-07-03 00:11:11,2017-07-03,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan Hound,0.25000300000000003,True,Golden Retriever,0.16073900000000002,True,50419,10715
32,881268444196462592,12,10,Elliot,2017-07-01 21:49:04,2017-07-01,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,Indian Elephant,0.245646,False,Ibex,0.0556607,False,23006,5177
33,880872448815771648,12,10,None,2017-06-30 19:35:32,2017-06-30,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich Terrier,0.0613929,True,Chihuahua,0.0337257,True,21243,3834
34,880465832366813184,12,10,Bella,2017-06-29 16:39:47,2017-06-29,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden Retriever,0.913255,True,Labrador Retriever,0.0263286,True,Cocker Spaniel,0.00937082,True,28441,6303
35,880221127280381952,12,10,Jesse,2017-06-29 00:27:25,2017-06-29,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True,26998,4250
36,879862464715927552,13,10,Romeo,2017-06-28 00:42:13,2017-06-28,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507,True,Beagle,0.146654,True,Cocker Spaniel,0.00948502,True,22249,3507
37,879492040517615616,12,10,Bailey,2017-06-27 00:10:17,2017-06-27,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German Short-Haired Pointer,0.479896,True,Vizsla,0.124353,True,Bath Towel,0.0733202,False,23347,3197
38,879376492567855104,12,10,Jack,2017-06-26 16:31:08,2017-06-26,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.663601,False,Labrador Retriever,0.0334961,True,Pembroke,0.0188266,True,16729,3129
39,879050749262655488,11,10,Steven,2017-06-25 18:56:45,2017-06-25,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.311861,False,Window Screen,0.169123,False,Egyptian Cat,0.132932,False,22529,4734
40,878057613040115712,14,10,Emmy,2017-06-23 01:10:23,2017-06-23,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French Bulldog,0.839097,True,Boston Bull,0.07879939999999999,True,Toy Terrier,0.0152434,True,41954,6872
41,878281511006478336,13,10,Shadow,2017-06-23 16:00:04,2017-06-23,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True,7740,1300
42,877736472329191424,13,10,Aja,2017-06-22 03:54:17,2017-06-22,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake Bay Retriever,0.8379559999999999,True,Labrador Retriever,0.0620342,True,Weimaraner,0.0405991,True,79741,19236
43,877556246731214848,12,10,Penny,2017-06-21 15:58:08,2017-06-21,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368,True,Welsh Springer Spaniel,0.00193621,True,Bathtub,0.000467919,False,22692,3840
44,877201837425926144,12,10,Nelly,2017-06-20 16:29:50,2017-06-20,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,27076,5630
45,876838120628539392,12,10,Ginger,2017-06-19 16:24:33,2017-06-19,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan Mastiff,0.08893480000000001,True,20626,3377
46,876484053909872640,13,10,Benedict,2017-06-18 16:57:37,2017-06-18,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden Retriever,0.874566,True,Irish Terrier,0.0373542,True,Chow,0.016723599999999998,True,18727,2418
47,876120275196170240,13,10,Venti,2017-06-17 16:52:05,2017-06-17,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese Mountain Dog,0.534327,True,Saint Bernard,0.346312,True,Greater Swiss Mountain Dog,0.0949327,True,27866,4716
48,875747767867523072,13,10,Goose,2017-06-16 16:11:53,2017-06-16,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador Retriever,0.799551,True,Chesapeake Bay Retriever,0.179975,True,Vizsla,0.0046176,True,25157,4326
49,875144289856114688,13,10,Nugget,2017-06-15 00:13:52,2017-06-15,None,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian Husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False,21886,4963
50,875021211251597312,12,10,None,2017-06-14 16:04:48,2017-06-14,None,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West Highland White Terrier,0.7143189999999999,True,Siberian Husky,0.0919133,True,Great Pyrenees,0.0460382,True,25446,4754
51,874680097055178752,12,10,Cash,2017-06-13 17:29:20,2017-06-13,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador Retriever,0.836052,True,Staffordshire Bullterrier,0.0470691,True,Beagle,0.0360071,True,27803,4688
52,874057562936811520,12,10,None,2017-06-12 00:15:36,2017-06-12,None,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,Flat-Coated Retriever,0.8321770000000001,True,Black-And-Tan Coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,22640,3982
53,874296783580663808,13,10,Jed,2017-06-12 16:06:11,2017-06-12,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,Cocker Spaniel,0.437216,True,Miniature Poodle,0.277191,True,Toy Poodle,0.157402,True,26044,4144
54,874012996292530176,13,10,Sebastian,2017-06-11 21:18:31,2017-06-11,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,True,Pembroke,0.116622,True,Kelpie,0.0491819,True,34657,10559
55,872967104147763200,12,10,None,2017-06-09 00:02:31,2017-06-09,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador Retriever,0.476913,True,Chesapeake Bay Retriever,0.174145,True,German Short-Haired Pointer,0.0928614,True,27401,5457
56,873213775632977920,12,10,Sierra,2017-06-09 16:22:42,2017-06-09,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,Vizsla,0.6197819999999999,True,Bloodhound,0.338069,True,Chesapeake Bay Retriever,0.0126763,True,7249,1602
57,872620804844003328,13,10,Monkey,2017-06-08 01:06:27,2017-06-08,None,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,Cocker Spaniel,0.513191,True,Sussex Spaniel,0.159088,True,Standard Poodle,0.149509,True,20810,3753
58,872820683541237760,13,10,None,2017-06-08 14:20:41,2017-06-08,None,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,Pug,0.99912,True,French Bulldog,0.00055192,True,Bull Mastiff,7.28904e-05,True,14724,3725
59,872486979161796608,12,10,None,2017-06-07 16:14:40,2017-06-07,None,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,40753,9103
60,870804317367881728,11,10,None,2017-06-03 00:48:22,2017-06-03,None,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,Home Theater,0.16829000000000002,False,Sandbar,0.0980404,False,Television,0.07972939999999999,False,33790,6320
61,870374049280663552,13,10,Zoey,2017-06-01 20:18:38,2017-06-01,None,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,Golden Retriever,0.841001,True,Great Pyrenees,0.0992784,True,Labrador Retriever,0.0326213,True,83102,26685
62,869772420881756160,13,10,Dewey,2017-05-31 04:27:59,2017-05-31,None,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,True,Cardigan,0.0192711,True,Malamute,0.00013626,True,42685,10248
63,869227993411051520,13,10,Gizmo,2017-05-29 16:24:37,2017-05-29,None,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,20601,3868
64,868622495443632128,13,10,None,2017-05-28 00:18:35,2017-05-28,None,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador Retriever,0.868107,True,Great Pyrenees,0.060973,True,Saint Bernard,0.0334889,True,27478,5907
65,868552278524837888,12,10,Cooper,2017-05-27 19:39:34,2017-05-27,None,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,Whippet,0.378151,True,Italian Greyhound,0.275935,True,American Staffordshire Terrier,0.0949906,True,10262,2146
66,867900495410671616,12,10,None,2017-05-26 00:29:37,2017-05-26,None,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador Retriever,0.522644,True,Kuvasz,0.332461,True,Dalmatian,0.0320081,True,24409,4275
67,867051520902168576,13,10,None,2017-05-23 16:16:06,2017-05-23,None,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,32647,8082
68,866686824827068416,12,10,Lili,2017-05-22 16:06:55,2017-05-22,None,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,Flat-Coated Retriever,0.51473,True,Groenendael,0.30640700000000004,True,Curly-Coated Retriever,0.0613141,True,19591,3585
69,865359393868664832,13,10,Sammy,2017-05-19 00:12:11,2017-05-19,None,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake Bay Retriever,0.832435,True,Labrador Retriever,0.163551,True,Weimaraner,0.00277025,True,26864,5152
70,865718153858494464,13,10,Boomer,2017-05-19 23:57:46,2017-05-19,None,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,Golden Retriever,0.673664,True,Kuvasz,0.157523,True,Labrador Retriever,0.126073,True,25972,5770
71,865006731092295680,13,10,Nelly,2017-05-18 00:50:50,2017-05-18,None,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,Pembroke,0.989882,True,Cardigan,0.00990646,True,Basenji,0.000134952,True,28440,7907
72,864873206498414592,14,10,None,2017-05-17 16:00:15,2017-05-17,None,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,2,Pole,0.478616,False,Lakeside,0.114182,False,Wreck,0.0559265,False,32838,8999
73,864279568663928832,12,10,Meatball,2017-05-16 00:41:21,2017-05-16,None,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,Bull Mastiff,0.668613,True,French Bulldog,0.180562,True,Staffordshire Bullterrier,0.0522374,True,14857,3142
74,864197398364647424,13,10,Paisley,2017-05-15 19:14:50,2017-05-15,None,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,Golden Retriever,0.945905,True,Labrador Retriever,0.0212636,True,Tibetan Mastiff,0.0204928,True,30676,9245
75,863062471531167744,13,10,Quinn,2017-05-12 16:05:02,2017-05-12,None,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,French Bulldog,0.935804,True,Pug,0.0595762,True,Boxer,0.00141218,True,8693,2559
76,862831371563274240,13,10,Zooey,2017-05-12 00:46:44,2017-05-12,None,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,Australian Terrier,0.207281,True,Irish Terrier,0.156296,True,German Shepherd,0.123536,True,19550,5261
77,862457590147678208,13,10,Jersey,2017-05-11 00:01:27,2017-05-11,None,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,1,Home Theater,0.496348,False,Studio Couch,0.167256,False,Barber Chair,0.052625,False,20951,5138
78,862096992088072192,13,10,None,2017-05-10 00:08:34,2017-05-10,None,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,2,Chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,76142,24172
79,861383897657036800,13,10,Hobbes,2017-05-08 00:54:59,2017-05-08,None,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,Cardigan,0.771008,True,Pembroke,0.137174,True,French Bulldog,0.0633086,True,36814,11100
80,860524505164394496,13,10,Carl,2017-05-05 16:00:04,2017-05-05,None,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,Bedlington Terrier,0.286558,True,Toy Poodle,0.235193,True,Lakeland Terrier,0.08795069999999999,True,24142,5483
81,859924526012018688,12,10,Milky,2017-05-04 00:15:58,2017-05-04,None,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,1,French Bulldog,0.254587,True,Staffordshire Bullterrier,0.192558,True,Hog,0.10027,False,19992,4266
82,860184849394610176,14,10,None,2017-05-04 17:30:24,2017-05-04,None,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,1,Chimpanzee,0.267612,False,Gorilla,0.104293,False,Orangutan,0.0599075,False,17065,6068
83,860276583193509888,12,10,Jordy,2017-05-04 23:34:55,2017-05-04,None,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,1,Lakeside,0.312299,False,Dock,0.159842,False,Canoe,0.07079450000000001,False,18714,3620
84,859607811541651456,13,10,None,2017-05-03 03:17:27,2017-05-03,puppo,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,1,Golden Retriever,0.8955290000000001,True,Irish Setter,0.0240993,True,Labrador Retriever,0.0192854,True,19023,1639
85,859196978902773760,12,10,None,2017-05-02 00:04:57,2017-05-02,None,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,1,Angora,0.224218,False,Malamute,0.216163,True,Persian Cat,0.128383,False,92210,31553
86,858843525470990336,13,10,None,2017-05-01 00:40:27,2017-05-01,doggo,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,1,Golden Retriever,0.57812,True,Labrador Retriever,0.286059,True,Bloodhound,0.0269173,True,15927,3627
87,858471635011153920,13,10,Sophie,2017-04-30 00:02:42,2017-04-30,None,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,Pembroke,0.987407,True,Cardigan,0.00872303,True,Basenji,0.00342373,True,22072,5057
88,858107933456039936,12,10,Wyatt,2017-04-28 23:57:28,2017-04-28,None,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,1,Golden Retriever,0.863874,True,Labrador Retriever,0.01592,True,Doormat,0.0106153,False,16147,3041
89,857989990357356544,12,10,Rosie,2017-04-28 16:08:49,2017-04-28,None,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1,French Bulldog,0.43258,True,English Springer,0.325898,True,Lakeland Terrier,0.0426179,True,16533,2700
90,857746408056729600,13,10,Thor,2017-04-28 00:00:54,2017-04-28,None,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,Labrador Retriever,0.919832,True,Beagle,0.043513,True,Golden Retriever,0.0233588,True,35183,11110
91,857263160327368704,13,10,Oscar,2017-04-26 16:00:39,2017-04-26,None,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,Samoyed,0.998021,True,Pomeranian,0.000921636,True,Keeshond,0.000311261,True,20562,4739
92,857029823797047296,12,10,Zeke,2017-04-26 00:33:27,2017-04-26,None,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,Golden Retriever,0.968623,True,Labrador Retriever,0.0103252,True,Saluki,0.00414842,True,19455,4198
93,856526610513747968,14,10,None,2017-04-24 15:13:52,2017-04-24,None,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,1,Old English Sheepdog,0.798481,True,Tibetan Terrier,0.0606024,True,Standard Poodle,0.0407219,True,12168,1977
94,856543823941562368,12,10,Callie,2017-04-24 16:22:16,2017-04-24,None,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,1,Boston Bull,0.30691,True,Siamese Cat,0.191218,False,Chihuahua,0.189288,True,16748,3023
95,856282028240666624,14,10,Cermet,2017-04-23 23:01:59,2017-04-23,None,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,4,Chihuahua,0.8765430000000001,True,Italian Greyhound,0.032961800000000006,True,Cardigan,0.0207759,True,28507,6647
96,855851453814013952,13,10,None,2017-04-22 18:31:02,2017-04-22,puppo,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,1,Flat-Coated Retriever,0.321676,True,Labrador Retriever,0.115138,True,Groenendael,0.0960997,True,46828,18637
97,855459453768019968,12,10,None,2017-04-21 16:33:22,2017-04-21,None,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,2,Blenheim Spaniel,0.389513,True,Pekinese,0.18822,True,Japanese Spaniel,0.0826282,True,30922,8683
98,854732716440526848,12,10,Marlee,2017-04-19 16:25:34,2017-04-19,None,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1,Pembroke,0.6955479999999999,True,Cardigan,0.0589017,True,Chow,0.0284106,True,23625,6461
99,854365224396361728,13,10,Einstein,2017-04-18 16:05:17,2017-04-18,None,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,Pembroke,0.90708,True,Cardigan,0.086272,True,Chihuahua,0.00141323,True,19575,4976
100,854482394044301312,13,10,Arya,2017-04-18 23:50:52,2017-04-18,None,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,1,Chihuahua,0.26024200000000003,True,Toy Poodle,0.189158,True,Labrador Retriever,0.14419500000000002,True,30360,7290
101,854010172552949760,11,10,None,2017-04-17 16:34:26,2017-04-17,floofer,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,1,English Springer,0.354733,True,Collie,0.177538,True,Border Collie,0.131706,True,16781,3342
102,853639147608842240,13,10,None,2017-04-16 16:00:07,2017-04-16,None,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,1,German Shepherd,0.509879,True,Malinois,0.237311,True,Kelpie,0.0469162,True,36258,10792
103,853299958564483072,13,10,Rumpole,2017-04-15 17:32:18,2017-04-15,None,https://pbs.twimg.com/media/C9eHyF7XgAAOxPM.jpg,1,Grille,0.65228,False,Beach Wagon,0.112846,False,Convertible,0.0862523,False,16132,3795
104,852912242202992640,12,10,Benny,2017-04-14 15:51:39,2017-04-14,None,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1,Great Dane,0.7837649999999999,True,Rhodesian Ridgeback,0.114147,True,English Foxhound,0.0464395,True,9415,1963
105,852672615818899456,12,10,Aspen,2017-04-13 23:59:28,2017-04-13,None,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1,Golden Retriever,0.7112350000000001,True,Otterhound,0.0682347,True,Sussex Spaniel,0.0465617,True,15541,2289
106,851591660324737024,11,10,None,2017-04-11 00:24:08,2017-04-11,None,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,1,Cardigan,0.394507,True,Chihuahua,0.077254,True,French Bulldog,0.07655880000000001,True,16911,3709
107,850145622816686080,11,10,Riley,2017-04-07 00:38:06,2017-04-07,None,https://pbs.twimg.com/media/C8xS655XkAAv9vo.jpg,2,Tennis Ball,0.7147979999999999,False,Kelpie,0.10539,True,Malinois,0.058552699999999985,True,17095,4101
